Name,Smiles
NCT02991261,not found
NCT02998567,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O
NCT02993094,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
NCT02995590,not found
NCT02995083,not found
NCT02995694,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
NCT02993237,"Status: 400
Code: PUGREST.BadRequest
Message: Invalid operation"
NCT02992912,not found
NCT02998268,not found
NCT02995031,not found
NCT02994407,not found
NCT02997332,not found
NCT02999178,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
NCT02990858,not found
NCT02994498,not found
NCT02999217,not found
NCT02990910,not found
NCT02994927,CC1=C(C(=CC=C1)F)C(=O)N2CCCC(C2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F
NCT02990286,not found
