Name,Smiles
NCT03092011,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
NCT03095118,not found
NCT03091634,not found
NCT03097432,not found
NCT03096457,"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O"
NCT03097380,not found
NCT03099174,not found
NCT03097835,not found
NCT03091998,CCC(C)C(C(=O)NCC(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CS)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(=O)O)C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)N3CCCC3C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CS)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)CN
NCT04545411,not found
NCT04545515,"Status: 400
Code: PUGREST.BadRequest
Message: Invalid operation"
NCT04544319,not found
NCT04540042,not found
NCT04542629,not found
NCT04549870,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
NCT04545944,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3
NCT04545151,not found
NCT04547504,not found
NCT04547907,not found
NCT04542447,not found
NCT04547296,not found
NCT04540211,not found
NCT04549116,not found
NCT04543279,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
NCT04543344,not found
NCT04549025,not found
NCT04549844,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
NCT04540861,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
NCT04541706,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
NCT04540796,not found
NCT04549415,CN(C)C(=N)N=C(N)N.Cl
NCT04544683,not found
NCT04541550,not found
NCT04543071,C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CCCCN)CCCCN)CCCNC(=O)N)CC3=CC=C(C=C3)O)NC(=O)C(CC4=CC5=CC=CC=C5C=C4)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C6=CC=C(C=C6)F)C(=O)NC(CCCNC(=N)N)C(=O)N)CCCNC(=O)N)CCCNC(=N)N)CC7=CC=C(C=C7)O
NCT04540744,not found
NCT04548999,not found
NCT04548219,not found
NCT04541355,N.N.Cl[Pt]Cl
NCT04542057,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2CCNC(=O)N)OC)OC)C
NCT04549480,not found
NCT04543942,CCO
NCT04541225,not found
NCT04549363,not found
NCT04547348,not found
NCT04546009,CC1CC2=C(C(N1CC(CO)(F)F)C3=C(C=C(C=C3F)NC4CN(C4)CCCF)F)NC5=CC=CC=C25
NCT04546620,not found
NCT04547777,not found
NCT04542291,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl
NCT04542408,not found
NCT04548284,not found
NCT04549922,not found
NCT04544111,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
NCT04544995,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
NCT04542434,not found
NCT04547946,not found
NCT04541485,not found
NCT04541043,not found
NCT04540094,C(C(F)(F)F)(C(F)(F)F)(F)F
NCT04541797,not found
NCT04545736,CN(C)C(=N)N=C(N)N.Cl
NCT04547439,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
NCT04543916,not found
NCT04540289,not found
NCT04541277,not found
NCT04544007,not found
NCT04542070,not found
NCT04541979,not found
NCT04540692,not found
NCT04544202,not found
NCT04542278,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
NCT04545242,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
NCT04547088,not found
NCT04546828,not found
NCT04542876,not found
NCT04545866,not found
NCT04549311,not found
NCT04548401,not found
NCT04547166,not found
NCT04541771,not found
NCT04541303,C1CC(CCC1CN)C(=O)O
NCT04541082,C1CN(CC2=C1N3CCN=C3N(C2=O)CC4=C(C=C(C=C4)F)F)CC5=CC=CC=C5
NCT04545008,"C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N"
NCT04543565,not found
NCT04549168,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
NCT04540133,not found
NCT04540965,C1=CC=NC(=C1)CC(=O)NC2=NN=C(S2)CCCCC3=NN=C(C=C3)NC(=O)CC4=CC(=CC=C4)OC(F)(F)F
