Name,Smiles
NCT05806918,not found
NCT05808335,not found
NCT05808608,not found
NCT05803863,not found
NCT05807893,not found
NCT05806021,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
NCT05807347,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
NCT05808881,not found
NCT05800288,CC(C)C1=C(C(=CC=C1)C(C)C)O
NCT05809895,not found
NCT05805007,not found
NCT05805631,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O
NCT05801107,not found
NCT05806164,not found
NCT05807490,not found
NCT05805943,not found
NCT05808192,not found
NCT05800392,not found
NCT05800756,not found
NCT05800366,not found
NCT05808140,"CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]"
NCT05809011,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
NCT05804162,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)N3CCCC3C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)NC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O
NCT05803135,not found
NCT05806931,not found
NCT05805501,not found
NCT05809336,not found
NCT05804656,not found
NCT05801835,not found
NCT05803330,not found
NCT05808322,COCCOC(=O)NCCCCC(CCN1CCCC1C(=O)O)NC(=O)OCCOC
NCT05802394,not found
NCT05800587,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
NCT05806307,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
NCT05800067,not found
NCT05808946,C1CSSC1CCCCC(=O)O
NCT05804123,not found
NCT05806346,not found
NCT05807074,C1CC(CCC1CN)C(=O)O
NCT05801029,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
NCT05809271,not found
NCT05804864,not found
NCT05805358,not found
NCT05802121,not found
NCT05804526,not found
NCT05802849,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
NCT05803382,not found
NCT05801939,not found
NCT05804279,not found
NCT05807503,not found
NCT05808231,not found
NCT05800327,not found
NCT05806723,not found
NCT05805098,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
NCT05800665,not found
NCT05809687,not found
NCT05806567,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5
NCT05804084,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
NCT05809453,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
NCT05801705,not found
NCT05806060,not found
NCT05804630,not found
NCT05808582,not found
NCT05802238,not found
NCT05807659,not found
NCT05802888,not found
NCT05809869,not found
NCT05803031,not found
NCT05807542,not found
NCT05807971,not found
NCT05804747,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
NCT05803200,not found
NCT05802342,not found
NCT05808634,not found
NCT05802628,not found
NCT05806580,not found
NCT05801055,not found
NCT05801146,not found
NCT05801354,not found
NCT05805800,not found
NCT05809518,not found
NCT05807880,not found
NCT05806671,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)C4CCNCC4)C5CCCC5)C(=O)C
NCT05800873,not found
NCT05803590,not found
NCT05800938,not found
NCT05806996,[Mg]
NCT05805904,CCCN(C)C(=O)OCC1=C(N=NN1C)C2=NC(=C(C=C2)OC3CCCC(C3)C(=O)O)C
NCT05809830,not found
NCT05809804,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
NCT05802693,not found
NCT05802862,not found
NCT05804734,not found
NCT05800080,not found
