Name,Smiles
NCT05753670,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
NCT05754957,CC1CCCC(C2=NC=CC(=C2)C3=C(C=NN3C(F)F)NC1=O)N4C=NC(=CC4=O)C5=C(C=CC(=C5)Cl)N6C=C(N=N6)Cl
NCT05751226,not found
NCT05754801,not found
NCT05750290,not found
NCT05758389,not found
NCT05754502,not found
NCT05753007,not found
NCT05757544,not found
NCT05757466,not found
NCT05751343,not found
NCT05757596,not found
NCT05753059,not found
NCT05751603,"C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O"
NCT05759949,not found
NCT05753280,not found
NCT05758922,not found
NCT05754333,"CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCC(=O)NCCCOC4C(C5OC(C4OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)OC1C(C(C(C(O1)CO)OC1C(C(C(O5)C(O1)CO)O)O)O)O)O)O)O)O)O)O)O)O)CO)O)C=CC1=C(C(=CC=C2C(C3=C(N2CCC(=O)NCCCOC2C(C4C(OC2OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(O4)C(C2O)O)CO)CO)CO)CO)CO)CO)CO)O)C=CC2=CC=CC=C23)(C)C)CCC1)OC)C.[Cl-]
CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCC(=O)NCCCOC4C(C5OC(C4OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)OC1C(C(C(C(O1)CO)OC1C(C(C(O5)C(O1)CO)O)O)O)O)O)O)O)O)O)O)O)O)CO)O)C=CC1=C(C(=CC=C2C(C3=C(N2CCC(=O)NCCCOC2C(C4C(OC2OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(C(C2O)O)OC2C(OC(O4)C(C2O)O)CO)CO)CO)CO)CO)CO)CO)O)C=CC2=CC=CC=C23)(C)C)CCC1)OC)C.[Cl-]"
NCT05753826,not found
NCT05750875,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
NCT05756439,not found
NCT05759481,CC(C)C1=C(C(=CC=C1)C(C)C)O
NCT05758597,not found
NCT05754242,C(C(C1C(=C(C(=O)O1)O)O)O)O
NCT05756764,not found
NCT05755932,not found
NCT05753501,not found
NCT05754853,not found
NCT05759078,not found
NCT05751031,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
